"RecordID","SalesOrderID","SalesOrderDetailID","RevisionNumber","OrderDate","DueDate","ShipDate","Status","OnlineOrderFlag","SalesOrderNumber","PurchaseOrderNumber","AccountNumber","CustomerID","ShipToAddressID","BillToAddressID","CreditCardApprovalCode","ShipMethod","SalesOrderID1","ProductID","OrderQty","UnitPrice","UnitPriceDiscount","LineTotal","Header_Modified_Date","Detail_Modified_Date","LineTaxAmount","LineFreight","createDate"
"245","71902","112987","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","936","1","37.2540","0.0000","37.254000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.98","0.93","2023-02-12 23:08:02"
"246","71902","112988","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","708","4","20.9940","0.0000","83.976000","2008-06-08 00:00:00","2008-06-01 00:00:00","6.72","2.10","2023-02-12 23:08:02"
"247","71902","112989","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","779","3","1391.9940","0.0000","4175.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","334.08","104.40","2023-02-12 23:08:02"
"248","71902","112990","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","991","2","323.9940","0.0000","647.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","51.84","16.20","2023-02-12 23:08:02"
"249","71902","112991","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","883","5","32.3940","0.0000","161.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","12.96","4.05","2023-02-12 23:08:02"
"250","71902","112992","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","910","1","31.5840","0.0000","31.584000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.53","0.79","2023-02-12 23:08:02"
"251","71902","112993","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","881","2","32.3940","0.0000","64.788000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.18","1.62","2023-02-12 23:08:02"
"252","71902","112994","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","985","5","112.9980","0.4000","338.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","27.12","8.47","2023-02-12 23:08:02"
"253","71902","112995","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","711","7","20.9940","0.0000","146.958000","2008-06-08 00:00:00","2008-06-01 00:00:00","11.76","3.67","2023-02-12 23:08:02"
"254","71902","112996","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","986","1","112.9980","0.4000","67.798800","2008-06-08 00:00:00","2008-06-01 00:00:00","5.42","1.69","2023-02-12 23:08:02"
"255","71902","112997","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","748","7","818.7000","0.0000","5730.900000","2008-06-08 00:00:00","2008-06-01 00:00:00","458.47","143.27","2023-02-12 23:08:02"
"256","71902","112998","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","884","5","32.3940","0.0000","161.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","12.96","4.05","2023-02-12 23:08:02"
"257","71902","112999","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","918","2","158.4300","0.0000","316.860000","2008-06-08 00:00:00","2008-06-01 00:00:00","25.35","7.92","2023-02-12 23:08:02"
"258","71902","113000","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","905","3","218.4540","0.0000","655.362000","2008-06-08 00:00:00","2008-06-01 00:00:00","52.43","16.38","2023-02-12 23:08:02"
"259","71902","113001","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","983","4","461.6940","0.0000","1846.776000","2008-06-08 00:00:00","2008-06-01 00:00:00","147.74","46.17","2023-02-12 23:08:02"
"260","71902","113002","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","865","6","38.1000","0.0000","228.600000","2008-06-08 00:00:00","2008-06-01 00:00:00","18.29","5.72","2023-02-12 23:08:02"
"261","71917","113100","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71917","PO29111718","10-4020-000304","30025","651","651",,"CARGO TRANSPORT 5","71917","875","7","5.3940","0.0000","37.758000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.02","0.94","2023-02-12 23:08:02"
"262","71920","113139","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71920","PO4002189853","10-4020-000674","29982","1102","1102",,"CARGO TRANSPORT 5","71920","973","1","1020.5940","0.0000","1020.594000","2008-06-08 00:00:00","2008-06-01 00:00:00","81.65","25.51","2023-02-12 23:08:02"
"263","71920","113140","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71920","PO4002189853","10-4020-000674","29982","1102","1102",,"CARGO TRANSPORT 5","71920","938","3","24.2940","0.0000","72.882000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.83","1.82","2023-02-12 23:08:02"
"264","71920","113141","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71920","PO4002189853","10-4020-000674","29982","1102","1102",,"CARGO TRANSPORT 5","71920","976","1","1020.5940","0.0000","1020.594000","2008-06-08 00:00:00","2008-06-01 00:00:00","81.65","25.51","2023-02-12 23:08:02"
"265","71920","113142","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71920","PO4002189853","10-4020-000674","29982","1102","1102",,"CARGO TRANSPORT 5","71920","884","7","32.3940","0.0000","226.758000","2008-06-08 00:00:00","2008-06-01 00:00:00","18.14","5.67","2023-02-12 23:08:02"
"266","71920","113143","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71920","PO4002189853","10-4020-000674","29982","1102","1102",,"CARGO TRANSPORT 5","71920","864","3","38.1000","0.0000","114.300000","2008-06-08 00:00:00","2008-06-01 00:00:00","9.14","2.86","2023-02-12 23:08:02"
"267","71920","113144","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71920","PO4002189853","10-4020-000674","29982","1102","1102",,"CARGO TRANSPORT 5","71920","876","1","72.0000","0.0000","72.000000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.76","1.80","2023-02-12 23:08:02"
"268","71858","112359","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","979","3","445.4100","0.0000","1336.230000","2008-06-08 00:00:00","2008-06-01 00:00:00","106.90","33.41","2023-02-12 23:08:02"
"269","71858","112360","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","962","1","445.4100","0.0000","445.410000","2008-06-08 00:00:00","2008-06-01 00:00:00","35.63","11.14","2023-02-12 23:08:02"
"270","71858","112361","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","953","1","728.9100","0.0000","728.910000","2008-06-08 00:00:00","2008-06-01 00:00:00","58.31","18.22","2023-02-12 23:08:02"
"271","71858","112362","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","715","2","29.9940","0.0000","59.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","4.80","1.50","2023-02-12 23:08:02"
"272","71858","112363","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","883","2","32.3940","0.0000","64.788000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.18","1.62","2023-02-12 23:08:02"
"273","71858","112364","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","957","1","1430.4420","0.0000","1430.442000","2008-06-08 00:00:00","2008-06-01 00:00:00","114.44","35.76","2023-02-12 23:08:02"
"274","71858","112365","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","965","2","445.4100","0.0000","890.820000","2008-06-08 00:00:00","2008-06-01 00:00:00","71.27","22.27","2023-02-12 23:08:02"
"275","71858","112366","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","952","1","12.1440","0.0000","12.144000","2008-06-08 00:00:00","2008-06-01 00:00:00","0.97","0.30","2023-02-12 23:08:02"
"276","71858","112367","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","948","2","63.9000","0.0000","127.800000","2008-06-08 00:00:00","2008-06-01 00:00:00","10.22","3.19","2023-02-12 23:08:02"
"277","71858","112368","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","945","1","54.8940","0.0000","54.894000","2008-06-08 00:00:00","2008-06-01 00:00:00","4.39","1.37","2023-02-12 23:08:02"
"278","71858","112369","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","972","1","728.9100","0.0000","728.910000","2008-06-08 00:00:00","2008-06-01 00:00:00","58.31","18.22","2023-02-12 23:08:02"
"279","71858","112370","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","877","1","4.7700","0.0000","4.770000","2008-06-08 00:00:00","2008-06-01 00:00:00","0.38","0.12","2023-02-12 23:08:02"
"280","71858","112371","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","958","1","445.4100","0.0000","445.410000","2008-06-08 00:00:00","2008-06-01 00:00:00","35.63","11.14","2023-02-12 23:08:02"
"281","71858","112372","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","969","1","1430.4420","0.0000","1430.442000","2008-06-08 00:00:00","2008-06-01 00:00:00","114.44","35.76","2023-02-12 23:08:02"
"282","71858","112373","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","961","2","445.4100","0.0000","890.820000","2008-06-08 00:00:00","2008-06-01 00:00:00","71.27","22.27","2023-02-12 23:08:02"
"283","71858","112374","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","966","2","1430.4420","0.0000","2860.884000","2008-06-08 00:00:00","2008-06-01 00:00:00","228.87","71.52","2023-02-12 23:08:02"
"284","71858","112375","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71858","PO16153112278","10-4020-000186","29653","1019","1019",,"CARGO TRANSPORT 5","71858","712","3","5.3940","0.0000","16.182000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.29","0.40","2023-02-12 23:08:02"
"285","71863","112391","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71863","PO16124166561","10-4020-000649","29975","1098","1098",,"CARGO TRANSPORT 5","71863","875","11","5.2142","0.0200","56.209076","2008-06-08 00:00:00","2008-06-01 00:00:00","4.50","1.41","2023-02-12 23:08:02"
"286","71863","112392","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71863","PO16124166561","10-4020-000649","29975","1098","1098",,"CARGO TRANSPORT 5","71863","874","2","5.3940","0.0000","10.788000","2008-06-08 00:00:00","2008-06-01 00:00:00","0.86","0.27","2023-02-12 23:08:02"
"287","71863","112393","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71863","PO16124166561","10-4020-000649","29975","1098","1098",,"CARGO TRANSPORT 5","71863","998","2","323.9940","0.0000","647.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","51.84","16.20","2023-02-12 23:08:02"
"288","71863","112394","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71863","PO16124166561","10-4020-000649","29975","1098","1098",,"CARGO TRANSPORT 5","71863","973","1","1020.5940","0.0000","1020.594000","2008-06-08 00:00:00","2008-06-01 00:00:00","81.65","25.51","2023-02-12 23:08:02"
"289","71863","112395","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71863","PO16124166561","10-4020-000649","29975","1098","1098",,"CARGO TRANSPORT 5","71863","711","1","20.9940","0.0000","20.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.68","0.52","2023-02-12 23:08:02"
"290","71863","112396","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71863","PO16124166561","10-4020-000649","29975","1098","1098",,"CARGO TRANSPORT 5","71863","999","3","323.9940","0.0000","971.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","77.76","24.30","2023-02-12 23:08:02"
"291","71863","112397","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71863","PO16124166561","10-4020-000649","29975","1098","1098",,"CARGO TRANSPORT 5","71863","938","2","24.2940","0.0000","48.588000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.89","1.21","2023-02-12 23:08:02"
"292","71796","111018","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","891","1","602.3460","0.0000","602.346000","2008-06-08 00:00:00","2008-06-01 00:00:00","48.19","15.06","2023-02-12 23:08:02"
"293","71796","111019","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","972","8","728.9100","0.0000","5831.280000","2008-06-08 00:00:00","2008-06-01 00:00:00","466.50","145.78","2023-02-12 23:08:02"
"294","71796","111020","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","953","2","728.9100","0.0000","1457.820000","2008-06-08 00:00:00","2008-06-01 00:00:00","116.63","36.45","2023-02-12 23:08:02"
"295","71796","111021","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","916","1","31.5840","0.0000","31.584000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.53","0.79","2023-02-12 23:08:02"
"296","71796","111022","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","958","5","445.4100","0.0000","2227.050000","2008-06-08 00:00:00","2008-06-01 00:00:00","178.16","55.68","2023-02-12 23:08:02"
"297","71796","111023","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","957","3","1430.4420","0.0000","4291.326000","2008-06-08 00:00:00","2008-06-01 00:00:00","343.31","107.28","2023-02-12 23:08:02"
"298","71796","111024","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","969","9","1430.4420","0.0000","12873.978000","2008-06-08 00:00:00","2008-06-01 00:00:00","1029.92","321.85","2023-02-12 23:08:02"
"299","71796","111025","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","967","2","1430.4420","0.0000","2860.884000","2008-06-08 00:00:00","2008-06-01 00:00:00","228.87","71.52","2023-02-12 23:08:02"
"300","71796","111026","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","979","3","445.4100","0.0000","1336.230000","2008-06-08 00:00:00","2008-06-01 00:00:00","106.90","33.41","2023-02-12 23:08:02"
"301","71796","111027","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","961","7","445.4100","0.0000","3117.870000","2008-06-08 00:00:00","2008-06-01 00:00:00","249.43","77.95","2023-02-12 23:08:02"
"302","71796","111028","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","965","2","445.4100","0.0000","890.820000","2008-06-08 00:00:00","2008-06-01 00:00:00","71.27","22.27","2023-02-12 23:08:02"
"303","71796","111029","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","970","1","728.9100","0.0000","728.910000","2008-06-08 00:00:00","2008-06-01 00:00:00","58.31","18.22","2023-02-12 23:08:02"
"304","71796","111030","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","954","3","1430.4420","0.0000","4291.326000","2008-06-08 00:00:00","2008-06-01 00:00:00","343.31","107.28","2023-02-12 23:08:02"
"305","71796","111031","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","955","1","1430.4420","0.0000","1430.442000","2008-06-08 00:00:00","2008-06-01 00:00:00","114.44","35.76","2023-02-12 23:08:02"
"306","71796","111032","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","947","1","54.9420","0.0000","54.942000","2008-06-08 00:00:00","2008-06-01 00:00:00","4.40","1.37","2023-02-12 23:08:02"
"307","71796","111033","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","899","1","200.0520","0.0000","200.052000","2008-06-08 00:00:00","2008-06-01 00:00:00","16.00","5.00","2023-02-12 23:08:02"
"308","71796","111034","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","900","1","200.0520","0.0000","200.052000","2008-06-08 00:00:00","2008-06-01 00:00:00","16.00","5.00","2023-02-12 23:08:02"
"309","71796","111035","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","892","6","602.3460","0.0000","3614.076000","2008-06-08 00:00:00","2008-06-01 00:00:00","289.13","90.35","2023-02-12 23:08:02"
"310","71796","111036","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","893","1","602.3460","0.0000","602.346000","2008-06-08 00:00:00","2008-06-01 00:00:00","48.19","15.06","2023-02-12 23:08:02"
"311","71796","111037","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71796","PO17052159664","10-4020-000420","29660","1058","1058",,"CARGO TRANSPORT 5","71796","885","2","602.3460","0.0000","1204.692000","2008-06-08 00:00:00","2008-06-01 00:00:00","96.38","30.12","2023-02-12 23:08:02"
"312","71885","112644","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71885","PO6119130779","10-4020-000268","29612","649","649",,"CARGO TRANSPORT 5","71885","876","3","72.0000","0.0000","216.000000","2008-06-08 00:00:00","2008-06-01 00:00:00","17.28","5.40","2023-02-12 23:08:02"
"313","71885","112645","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71885","PO6119130779","10-4020-000268","29612","649","649",,"CARGO TRANSPORT 5","71885","884","6","32.3940","0.0000","194.364000","2008-06-08 00:00:00","2008-06-01 00:00:00","15.55","4.86","2023-02-12 23:08:02"
"314","71885","112646","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71885","PO6119130779","10-4020-000268","29612","649","649",,"CARGO TRANSPORT 5","71885","864","3","38.1000","0.0000","114.300000","2008-06-08 00:00:00","2008-06-01 00:00:00","9.14","2.86","2023-02-12 23:08:02"
"315","71935","113219","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71935","PO7946145876","10-4020-000438","29531","1061","1061",,"CARGO TRANSPORT 5","71935","874","3","5.3940","0.0000","16.182000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.29","0.40","2023-02-12 23:08:02"
"316","71935","113220","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71935","PO7946145876","10-4020-000438","29531","1061","1061",,"CARGO TRANSPORT 5","71935","938","1","24.2940","0.0000","24.294000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.94","0.61","2023-02-12 23:08:02"
"317","71935","113221","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71935","PO7946145876","10-4020-000438","29531","1061","1061",,"CARGO TRANSPORT 5","71935","973","3","1020.5940","0.0000","3061.782000","2008-06-08 00:00:00","2008-06-01 00:00:00","244.94","76.54","2023-02-12 23:08:02"
"318","71935","113222","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71935","PO7946145876","10-4020-000438","29531","1061","1061",,"CARGO TRANSPORT 5","71935","976","2","1020.5940","0.0000","2041.188000","2008-06-08 00:00:00","2008-06-01 00:00:00","163.30","51.03","2023-02-12 23:08:02"
"319","71935","113223","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71935","PO7946145876","10-4020-000438","29531","1061","1061",,"CARGO TRANSPORT 5","71935","998","1","323.9940","0.0000","323.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","25.92","8.10","2023-02-12 23:08:02"
"320","71935","113224","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71935","PO7946145876","10-4020-000438","29531","1061","1061",,"CARGO TRANSPORT 5","71935","875","13","5.2142","0.0200","66.428908","2008-06-08 00:00:00","2008-06-01 00:00:00","5.31","1.66","2023-02-12 23:08:02"
"321","71895","112864","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71895","PO3770176273","10-4020-000151","29584","1014","1014",,"CARGO TRANSPORT 5","71895","909","2","23.4840","0.0000","46.968000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.76","1.17","2023-02-12 23:08:02"
"322","71895","112865","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71895","PO3770176273","10-4020-000151","29584","1014","1014",,"CARGO TRANSPORT 5","71895","715","2","29.9940","0.0000","59.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","4.80","1.50","2023-02-12 23:08:02"
"323","71895","112866","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71895","PO3770176273","10-4020-000151","29584","1014","1014",,"CARGO TRANSPORT 5","71895","864","3","38.1000","0.0000","114.300000","2008-06-08 00:00:00","2008-06-01 00:00:00","9.14","2.86","2023-02-12 23:08:02"
"324","71856","112331","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71856","PO16530177647","10-4020-000601","30033","1090","1090",,"CARGO TRANSPORT 5","71856","962","1","445.4100","0.0000","445.410000","2008-06-08 00:00:00","2008-06-01 00:00:00","35.63","11.14","2023-02-12 23:08:02"
"325","71856","112332","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71856","PO16530177647","10-4020-000601","30033","1090","1090",,"CARGO TRANSPORT 5","71856","945","1","54.8940","0.0000","54.894000","2008-06-08 00:00:00","2008-06-01 00:00:00","4.39","1.37","2023-02-12 23:08:02"
